June 7, 2026   19:26:45
Linear Sweep Voltammetry
File: c:\users\__xjr__\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 1.2
Final E (V) = 1.8
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01

Results:

Channel 1:
1.358, 4.427e-5
1.359, 4.420e-5
1.360, 4.458e-5
1.361, 4.511e-5
1.362, 4.521e-5
1.363, 4.552e-5
1.364, 4.581e-5
1.365, 4.573e-5
1.366, 4.614e-5
1.367, 4.632e-5
1.368, 4.628e-5
1.369, 4.687e-5
1.370, 4.709e-5
1.371, 4.711e-5
1.372, 4.751e-5
1.373, 4.769e-5
1.374, 4.798e-5
1.375, 4.830e-5
1.376, 4.859e-5
1.377, 4.882e-5
1.378, 4.915e-5
1.379, 4.952e-5
1.380, 4.990e-5
1.381, 5.001e-5
1.382, 5.061e-5
1.383, 5.113e-5
1.384, 5.128e-5
1.385, 5.176e-5
1.386, 5.202e-5
1.387, 5.235e-5
1.388, 5.297e-5
1.389, 5.337e-5
1.390, 5.377e-5
1.391, 5.429e-5
1.392, 5.465e-5
1.393, 5.516e-5
1.394, 5.563e-5
1.395, 5.642e-5
1.396, 5.688e-5
1.397, 5.712e-5
1.398, 5.798e-5
1.399, 5.868e-5
1.400, 5.907e-5
1.401, 6.003e-5
1.402, 6.060e-5
1.403, 6.117e-5
1.404, 6.190e-5
1.405, 6.260e-5
1.406, 6.332e-5
1.407, 6.431e-5
1.408, 6.519e-5
1.409, 6.605e-5
1.410, 6.671e-5
1.411, 6.771e-5
1.412, 6.880e-5
1.413, 6.957e-5
1.414, 7.072e-5
1.415, 7.189e-5
1.416, 7.269e-5
1.417, 7.404e-5
1.418, 7.525e-5
1.419, 7.634e-5
1.420, 7.770e-5
1.421, 7.923e-5
1.422, 8.026e-5
1.423, 8.193e-5
1.424, 8.331e-5
1.425, 8.490e-5
1.426, 8.635e-5
1.427, 8.819e-5
1.428, 8.989e-5
1.429, 9.119e-5
1.430, 9.333e-5
1.431, 9.534e-5
1.432, 9.702e-5
1.433, 9.953e-5
1.434, 1.018e-4
1.435, 1.036e-4
1.436, 1.061e-4
1.437, 1.083e-4
1.438, 1.109e-4
1.439, 1.134e-4
1.440, 1.160e-4
1.441, 1.189e-4
1.442, 1.214e-4
1.443, 1.246e-4
1.444, 1.277e-4
1.445, 1.305e-4
1.446, 1.342e-4
1.447, 1.377e-4
1.448, 1.409e-4
1.449, 1.449e-4
1.450, 1.484e-4
1.451, 1.521e-4
1.452, 1.564e-4
1.453, 1.607e-4
1.454, 1.648e-4
1.455, 1.693e-4
1.456, 1.739e-4
1.457, 1.789e-4
1.458, 1.836e-4
1.459, 1.890e-4
1.460, 1.946e-4
1.461, 1.999e-4
1.462, 2.062e-4
1.463, 2.123e-4
1.464, 2.182e-4
1.465, 2.250e-4
1.466, 2.316e-4
1.467, 2.382e-4
1.468, 2.456e-4
1.469, 2.531e-4
1.470, 2.608e-4
1.471, 2.685e-4
1.472, 2.768e-4
1.473, 2.851e-4
1.474, 2.937e-4
1.475, 3.027e-4
1.476, 3.121e-4
1.477, 3.213e-4
1.478, 3.314e-4
1.479, 3.417e-4
1.480, 3.518e-4
1.481, 3.631e-4
1.482, 3.741e-4
1.483, 3.852e-4
1.484, 3.973e-4
1.485, 4.097e-4
1.486, 4.222e-4
1.487, 4.351e-4
1.488, 4.482e-4
1.489, 4.622e-4
1.490, 4.761e-4
1.491, 4.908e-4
1.492, 5.058e-4
1.493, 5.206e-4
1.494, 5.367e-4
1.495, 5.530e-4
1.496, 5.689e-4
1.497, 5.864e-4
1.498, 6.041e-4
1.499, 6.219e-4
1.500, 6.404e-4
1.501, 6.596e-4
1.502, 6.791e-4
1.503, 6.993e-4
1.504, 7.200e-4
1.505, 7.412e-4
1.506, 7.627e-4
1.507, 7.851e-4
1.508, 8.082e-4
1.509, 8.311e-4
1.510, 8.554e-4
1.511, 8.797e-4
1.512, 9.044e-4
1.513, 9.303e-4
1.514, 9.561e-4
1.515, 9.825e-4
1.516, 1.010e-3
1.517, 1.038e-3
1.518, 1.066e-3
1.519, 1.095e-3
1.520, 1.124e-3
1.521, 1.155e-3
1.522, 1.185e-3
1.523, 1.216e-3
1.524, 1.248e-3
1.525, 1.280e-3
1.526, 1.312e-3
1.527, 1.345e-3
1.528, 1.378e-3
1.529, 1.412e-3
1.530, 1.447e-3
1.531, 1.481e-3
1.532, 1.516e-3
1.533, 1.552e-3
1.534, 1.589e-3
1.535, 1.625e-3
1.536, 1.663e-3
1.537, 1.701e-3
1.538, 1.738e-3
1.539, 1.776e-3
1.540, 1.815e-3
1.541, 1.854e-3
1.542, 1.894e-3
1.543, 1.935e-3
1.544, 1.974e-3
1.545, 2.016e-3
1.546, 2.057e-3
1.547, 2.100e-3
1.548, 2.142e-3
1.549, 2.186e-3
1.550, 2.230e-3
1.551, 2.274e-3
1.552, 2.319e-3
1.553, 2.364e-3
1.554, 2.410e-3
1.555, 2.456e-3
1.556, 2.504e-3
1.557, 2.551e-3
1.558, 2.599e-3
1.559, 2.648e-3
1.560, 2.697e-3
1.561, 2.748e-3
1.562, 2.800e-3
1.563, 2.852e-3
1.564, 2.904e-3
1.565, 2.957e-3
1.566, 3.011e-3
1.567, 3.065e-3
1.568, 3.121e-3
1.569, 3.178e-3
1.570, 3.235e-3
1.571, 3.293e-3
1.572, 3.352e-3
1.573, 3.411e-3
1.574, 3.472e-3
1.575, 3.534e-3
1.576, 3.596e-3
1.577, 3.659e-3
1.578, 3.722e-3
1.579, 3.787e-3
1.580, 3.853e-3
1.581, 3.920e-3
1.582, 3.987e-3
1.583, 4.055e-3
1.584, 4.123e-3
1.585, 4.193e-3
1.586, 4.264e-3
1.587, 4.336e-3
1.588, 4.409e-3
1.589, 4.481e-3
1.590, 4.555e-3
1.591, 4.629e-3
1.592, 4.704e-3
1.593, 4.780e-3
1.594, 4.858e-3
1.595, 4.935e-3
1.596, 5.014e-3
1.597, 5.092e-3
1.598, 5.172e-3
1.599, 5.252e-3
1.600, 5.334e-3
1.601, 5.416e-3
1.602, 5.498e-3
1.603, 5.582e-3
1.604, 5.666e-3
1.605, 5.750e-3
1.606, 5.836e-3
1.607, 5.923e-3
1.608, 6.010e-3
1.609, 6.097e-3
1.610, 6.185e-3
1.611, 6.274e-3
1.612, 6.363e-3
1.613, 6.453e-3
1.614, 6.544e-3
1.615, 6.635e-3
1.616, 6.727e-3
1.617, 6.819e-3
1.618, 6.911e-3
1.619, 7.005e-3
1.620, 7.100e-3
1.621, 7.194e-3
1.622, 7.289e-3
1.623, 7.385e-3
1.624, 7.482e-3
1.625, 7.578e-3
1.626, 7.676e-3
1.627, 7.774e-3
1.628, 7.871e-3
1.629, 7.969e-3
1.630, 8.068e-3
1.631, 8.168e-3
1.632, 8.268e-3
1.633, 8.368e-3
1.634, 8.468e-3
1.635, 8.570e-3
1.636, 8.672e-3
1.637, 8.774e-3
1.638, 8.878e-3
1.639, 8.984e-3
1.640, 9.088e-3
1.641, 9.192e-3
1.642, 9.296e-3
1.643, 9.402e-3
1.644, 9.508e-3
1.645, 9.616e-3
1.646, 9.723e-3
1.647, 9.828e-3
1.648, 9.935e-3
1.649, 1.004e-2
1.650, 1.015e-2
1.651, 1.026e-2
1.652, 1.036e-2
1.653, 1.047e-2
1.654, 1.058e-2
1.655, 1.069e-2
1.656, 1.080e-2
1.657, 1.091e-2
1.658, 1.102e-2
1.659, 1.113e-2
1.660, 1.124e-2
1.661, 1.135e-2
1.662, 1.146e-2
1.663, 1.157e-2
1.664, 1.168e-2
1.665, 1.179e-2
1.666, 1.191e-2
1.667, 1.202e-2
1.668, 1.213e-2
1.669, 1.224e-2
1.670, 1.235e-2
1.671, 1.247e-2
1.672, 1.258e-2
1.673, 1.269e-2
1.674, 1.281e-2
1.675, 1.292e-2
1.676, 1.304e-2
1.677, 1.315e-2
1.678, 1.327e-2
1.679, 1.338e-2
1.680, 1.349e-2
1.681, 1.361e-2
1.682, 1.372e-2
1.683, 1.384e-2
1.684, 1.395e-2
1.685, 1.407e-2
1.686, 1.418e-2
1.687, 1.430e-2
1.688, 1.441e-2
1.689, 1.453e-2
1.690, 1.464e-2
1.691, 1.476e-2
1.692, 1.488e-2
1.693, 1.499e-2
1.694, 1.511e-2
1.695, 1.522e-2
1.696, 1.534e-2
1.697, 1.546e-2
1.698, 1.557e-2
1.699, 1.569e-2
1.700, 1.581e-2
1.701, 1.593e-2
1.702, 1.604e-2
1.703, 1.616e-2
1.704, 1.628e-2
1.705, 1.639e-2
1.706, 1.651e-2
1.707, 1.663e-2
1.708, 1.675e-2
1.709, 1.686e-2
1.710, 1.698e-2
1.711, 1.710e-2
1.712, 1.722e-2
1.713, 1.734e-2
1.714, 1.745e-2
1.715, 1.757e-2
1.716, 1.769e-2
1.717, 1.781e-2
1.718, 1.793e-2
1.719, 1.805e-2
1.720, 1.817e-2
1.721, 1.829e-2
1.722, 1.841e-2
1.723, 1.853e-2
1.724, 1.864e-2
1.725, 1.877e-2
1.726, 1.889e-2
1.727, 1.900e-2
1.728, 1.913e-2
1.729, 1.925e-2
1.730, 1.937e-2
1.731, 1.948e-2
1.732, 1.960e-2
1.733, 1.972e-2
1.734, 1.984e-2
1.735, 1.996e-2
1.736, 2.008e-2
1.737, 2.020e-2
1.738, 2.033e-2
1.739, 2.045e-2
1.740, 2.057e-2
1.741, 2.069e-2
1.742, 2.081e-2
1.743, 2.092e-2
1.744, 2.104e-2
1.745, 2.116e-2
1.746, 2.128e-2
1.747, 2.140e-2
1.748, 2.153e-2
1.749, 2.166e-2
1.750, 2.178e-2
1.751, 2.190e-2
1.752, 2.201e-2
1.753, 2.213e-2
1.754, 2.225e-2
1.755, 2.238e-2
1.756, 2.250e-2
1.757, 2.261e-2
1.758, 2.273e-2
1.759, 2.285e-2
1.760, 2.297e-2
1.761, 2.309e-2
1.762, 2.321e-2
1.763, 2.333e-2
1.764, 2.345e-2
1.765, 2.357e-2
1.766, 2.369e-2
1.767, 2.380e-2
1.768, 2.392e-2
1.769, 2.404e-2
1.770, 2.416e-2
1.771, 2.428e-2
1.772, 2.440e-2
1.773, 2.452e-2
1.774, 2.464e-2
1.775, 2.476e-2
1.776, 2.489e-2
1.777, 2.501e-2
1.778, 2.513e-2
1.779, 2.525e-2
1.780, 2.537e-2
1.781, 2.549e-2
1.782, 2.561e-2
1.783, 2.575e-2
1.784, 2.587e-2
1.785, 2.599e-2
1.786, 2.611e-2
1.787, 2.623e-2
1.788, 2.635e-2
1.789, 2.647e-2
1.790, 2.659e-2
1.791, 2.671e-2
1.792, 2.684e-2
1.793, 2.697e-2
1.794, 2.709e-2
1.795, 2.721e-2
1.796, 2.733e-2
1.797, 2.746e-2
1.798, 2.758e-2
1.799, 2.770e-2
