June 7, 2026   19:37:41
Linear Sweep Voltammetry
File: c:\users\__xjr__\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 1.2
Final E (V) = 1.8
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01
Comp R (ohm) = 1.9

Results:

Channel 1:
1.356, 1.466e-4
1.357, 1.469e-4
1.358, 1.470e-4
1.359, 1.471e-4
1.360, 1.471e-4
1.361, 1.473e-4
1.362, 1.472e-4
1.363, 1.475e-4
1.364, 1.479e-4
1.365, 1.479e-4
1.366, 1.482e-4
1.367, 1.486e-4
1.368, 1.485e-4
1.369, 1.490e-4
1.370, 1.492e-4
1.371, 1.493e-4
1.372, 1.497e-4
1.373, 1.498e-4
1.374, 1.500e-4
1.375, 1.503e-4
1.376, 1.506e-4
1.377, 1.509e-4
1.378, 1.511e-4
1.379, 1.514e-4
1.380, 1.517e-4
1.381, 1.519e-4
1.382, 1.524e-4
1.383, 1.529e-4
1.384, 1.529e-4
1.385, 1.535e-4
1.386, 1.539e-4
1.387, 1.541e-4
1.388, 1.546e-4
1.389, 1.551e-4
1.390, 1.556e-4
1.391, 1.559e-4
1.392, 1.563e-4
1.393, 1.569e-4
1.394, 1.575e-4
1.395, 1.581e-4
1.396, 1.588e-4
1.397, 1.591e-4
1.398, 1.599e-4
1.399, 1.605e-4
1.400, 1.610e-4
1.401, 1.619e-4
1.402, 1.626e-4
1.403, 1.632e-4
1.404, 1.642e-4
1.405, 1.649e-4
1.406, 1.657e-4
1.407, 1.666e-4
1.408, 1.678e-4
1.409, 1.689e-4
1.410, 1.700e-4
1.411, 1.712e-4
1.412, 1.726e-4
1.413, 1.736e-4
1.414, 1.750e-4
1.415, 1.766e-4
1.416, 1.778e-4
1.417, 1.794e-4
1.418, 1.811e-4
1.419, 1.827e-4
1.420, 1.847e-4
1.421, 1.867e-4
1.422, 1.886e-4
1.423, 1.909e-4
1.424, 1.931e-4
1.425, 1.955e-4
1.426, 1.980e-4
1.427, 2.008e-4
1.428, 2.035e-4
1.429, 2.061e-4
1.430, 2.096e-4
1.431, 2.134e-4
1.432, 2.165e-4
1.433, 2.207e-4
1.434, 2.249e-4
1.435, 2.286e-4
1.436, 2.331e-4
1.437, 2.374e-4
1.438, 2.422e-4
1.439, 2.476e-4
1.440, 2.530e-4
1.441, 2.585e-4
1.442, 2.645e-4
1.443, 2.707e-4
1.444, 2.774e-4
1.445, 2.841e-4
1.446, 2.917e-4
1.447, 2.996e-4
1.448, 3.071e-4
1.449, 3.157e-4
1.450, 3.246e-4
1.451, 3.337e-4
1.452, 3.437e-4
1.453, 3.541e-4
1.454, 3.649e-4
1.455, 3.759e-4
1.456, 3.872e-4
1.457, 3.998e-4
1.458, 4.126e-4
1.459, 4.263e-4
1.460, 4.403e-4
1.461, 4.546e-4
1.462, 4.699e-4
1.463, 4.859e-4
1.464, 5.019e-4
1.465, 5.194e-4
1.466, 5.374e-4
1.467, 5.554e-4
1.468, 5.746e-4
1.469, 5.945e-4
1.470, 6.150e-4
1.471, 6.364e-4
1.472, 6.588e-4
1.473, 6.819e-4
1.474, 7.053e-4
1.475, 7.298e-4
1.476, 7.556e-4
1.477, 7.816e-4
1.478, 8.089e-4
1.479, 8.369e-4
1.480, 8.650e-4
1.481, 8.948e-4
1.482, 9.253e-4
1.483, 9.564e-4
1.484, 9.887e-4
1.485, 1.022e-3
1.486, 1.056e-3
1.487, 1.092e-3
1.488, 1.128e-3
1.489, 1.166e-3
1.490, 1.204e-3
1.491, 1.243e-3
1.492, 1.284e-3
1.493, 1.326e-3
1.494, 1.368e-3
1.495, 1.412e-3
1.496, 1.457e-3
1.497, 1.504e-3
1.498, 1.552e-3
1.499, 1.601e-3
1.500, 1.652e-3
1.501, 1.704e-3
1.502, 1.757e-3
1.503, 1.812e-3
1.504, 1.868e-3
1.505, 1.927e-3
1.506, 1.985e-3
1.507, 2.047e-3
1.508, 2.110e-3
1.509, 2.174e-3
1.510, 2.241e-3
1.511, 2.310e-3
1.512, 2.380e-3
1.513, 2.452e-3
1.514, 2.526e-3
1.515, 2.602e-3
1.516, 2.680e-3
1.517, 2.761e-3
1.518, 2.843e-3
1.519, 2.927e-3
1.520, 3.013e-3
1.521, 3.102e-3
1.522, 3.192e-3
1.523, 3.286e-3
1.524, 3.382e-3
1.525, 3.478e-3
1.526, 3.579e-3
1.527, 3.680e-3
1.528, 3.784e-3
1.529, 3.891e-3
1.530, 4.000e-3
1.531, 4.112e-3
1.532, 4.225e-3
1.533, 4.342e-3
1.534, 4.461e-3
1.535, 4.582e-3
1.536, 4.707e-3
1.537, 4.834e-3
1.538, 4.962e-3
1.539, 5.094e-3
1.540, 5.228e-3
1.541, 5.363e-3
1.542, 5.504e-3
1.543, 5.646e-3
1.544, 5.790e-3
1.545, 5.939e-3
1.546, 6.090e-3
1.547, 6.243e-3
1.548, 6.400e-3
1.549, 6.560e-3
1.550, 6.723e-3
1.551, 6.887e-3
1.552, 7.057e-3
1.553, 7.230e-3
1.554, 7.405e-3
1.555, 7.586e-3
1.556, 7.770e-3
1.557, 7.955e-3
1.558, 8.145e-3
1.559, 8.338e-3
1.560, 8.535e-3
1.561, 8.737e-3
1.562, 8.942e-3
1.563, 9.151e-3
1.564, 9.363e-3
1.565, 9.580e-3
1.566, 9.800e-3
1.567, 1.002e-2
1.568, 1.025e-2
1.569, 1.048e-2
1.570, 1.072e-2
1.571, 1.096e-2
1.572, 1.120e-2
1.573, 1.145e-2
1.574, 1.170e-2
1.575, 1.195e-2
1.576, 1.221e-2
1.577, 1.247e-2
1.578, 1.274e-2
1.579, 1.301e-2
1.580, 1.328e-2
1.581, 1.356e-2
1.582, 1.384e-2
1.583, 1.412e-2
1.584, 1.440e-2
1.585, 1.469e-2
1.586, 1.498e-2
1.587, 1.528e-2
1.588, 1.558e-2
1.589, 1.588e-2
1.590, 1.618e-2
1.591, 1.648e-2
1.592, 1.679e-2
1.593, 1.710e-2
1.594, 1.741e-2
1.595, 1.772e-2
1.596, 1.804e-2
1.597, 1.835e-2
1.598, 1.868e-2
1.599, 1.900e-2
1.600, 1.933e-2
1.601, 1.966e-2
1.602, 2.000e-2
1.603, 2.033e-2
1.604, 2.067e-2
1.605, 2.100e-2
1.606, 2.134e-2
1.607, 2.168e-2
1.608, 2.201e-2
1.609, 2.235e-2
1.610, 2.270e-2
1.611, 2.306e-2
1.612, 2.340e-2
1.613, 2.375e-2
1.614, 2.409e-2
1.615, 2.444e-2
1.616, 2.482e-2
1.617, 2.519e-2
1.618, 2.554e-2
1.619, 2.590e-2
1.620, 2.625e-2
1.621, 2.660e-2
1.622, 2.694e-2
1.623, 2.729e-2
1.624, 2.766e-2
1.625, 2.803e-2
1.626, 2.839e-2
1.627, 2.875e-2
1.628, 2.911e-2
1.629, 2.947e-2
1.630, 2.984e-2
1.631, 3.021e-2
1.632, 3.058e-2
1.633, 3.093e-2
1.634, 3.128e-2
1.635, 3.164e-2
1.636, 3.200e-2
1.637, 3.237e-2
1.638, 3.274e-2
1.639, 3.311e-2
1.640, 3.347e-2
1.641, 3.384e-2
1.642, 3.420e-2
1.643, 3.457e-2
1.644, 3.494e-2
1.645, 3.530e-2
1.646, 3.567e-2
1.647, 3.605e-2
1.648, 3.644e-2
1.649, 3.684e-2
1.650, 3.723e-2
1.651, 3.763e-2
1.652, 3.798e-2
1.653, 3.834e-2
1.654, 3.870e-2
1.655, 3.906e-2
1.656, 3.949e-2
1.657, 3.993e-2
1.658, 4.028e-2
1.659, 4.063e-2
1.660, 4.101e-2
1.661, 4.136e-2
1.662, 4.176e-2
1.663, 4.215e-2
1.664, 4.251e-2
1.665, 4.290e-2
1.666, 4.324e-2
1.667, 4.359e-2
1.668, 4.397e-2
1.669, 4.432e-2
1.670, 4.465e-2
1.671, 4.500e-2
1.672, 4.539e-2
1.673, 4.574e-2
1.674, 4.609e-2
1.675, 4.643e-2
1.676, 4.682e-2
1.677, 4.720e-2
1.678, 4.754e-2
1.679, 4.787e-2
1.680, 4.820e-2
1.681, 4.855e-2
1.682, 4.887e-2
1.683, 4.918e-2
1.684, 4.958e-2
1.685, 5.008e-2
1.686, 5.039e-2
1.687, 5.067e-2
1.688, 5.098e-2
1.689, 5.126e-2
1.690, 5.155e-2
1.691, 5.189e-2
1.692, 5.219e-2
1.693, 5.251e-2
1.694, 5.285e-2
1.695, 5.319e-2
1.696, 5.349e-2
1.697, 5.379e-2
1.698, 5.410e-2
1.699, 5.446e-2
1.700, 5.484e-2
1.701, 5.518e-2
1.702, 5.560e-2
1.703, 5.603e-2
1.704, 5.635e-2
1.705, 5.661e-2
1.706, 5.688e-2
1.707, 5.716e-2
1.708, 5.743e-2
1.709, 5.770e-2
1.710, 5.795e-2
1.711, 5.821e-2
1.712, 5.858e-2
1.713, 5.894e-2
1.714, 5.919e-2
1.715, 5.945e-2
1.716, 5.983e-2
1.717, 6.014e-2
1.718, 6.036e-2
1.719, 6.063e-2
1.720, 6.091e-2
1.721, 6.113e-2
1.722, 6.150e-2
1.723, 6.180e-2
1.724, 6.199e-2
1.725, 6.219e-2
1.726, 6.242e-2
1.727, 6.264e-2
1.728, 6.290e-2
1.729, 6.324e-2
1.730, 6.358e-2
1.731, 6.387e-2
1.732, 6.407e-2
1.733, 6.429e-2
1.734, 6.452e-2
1.735, 6.471e-2
1.736, 6.495e-2
1.737, 6.524e-2
1.738, 6.548e-2
1.739, 6.570e-2
1.740, 6.600e-2
1.741, 6.627e-2
1.742, 6.649e-2
1.743, 6.672e-2
1.744, 6.692e-2
1.745, 6.715e-2
1.746, 6.736e-2
1.747, 6.762e-2
1.748, 6.787e-2
1.749, 6.802e-2
1.750, 6.820e-2
1.751, 6.845e-2
1.752, 6.860e-2
1.753, 6.875e-2
1.754, 6.898e-2
1.755, 6.930e-2
1.756, 6.945e-2
1.757, 6.968e-2
1.758, 7.007e-2
1.759, 7.032e-2
1.760, 7.047e-2
1.761, 7.067e-2
1.762, 7.094e-2
1.763, 7.115e-2
1.764, 7.133e-2
1.765, 7.156e-2
1.766, 7.166e-2
1.767, 7.178e-2
1.768, 7.191e-2
1.769, 7.204e-2
1.770, 7.223e-2
1.771, 7.243e-2
1.772, 7.258e-2
1.773, 7.270e-2
1.774, 7.285e-2
1.775, 7.316e-2
1.776, 7.383e-2
1.777, 7.427e-2
1.778, 7.441e-2
1.779, 7.458e-2
1.780, 7.470e-2
1.781, 7.492e-2
1.782, 7.506e-2
1.783, 7.533e-2
1.784, 7.564e-2
1.785, 7.582e-2
1.786, 7.600e-2
1.787, 7.616e-2
1.788, 7.624e-2
1.789, 7.636e-2
1.790, 7.658e-2
1.791, 7.688e-2
1.792, 7.714e-2
1.793, 7.754e-2
1.794, 7.761e-2
1.795, 7.769e-2
1.796, 7.790e-2
1.797, 7.802e-2
1.798, 7.818e-2
1.799, 7.837e-2
