June 7, 2026   18:36:39
Linear Sweep Voltammetry
File: c:\users\__xjr__\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 1.2
Final E (V) = 1.8
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01
Comp R (ohm) = 2.0

Results:

Channel 1:
1.356, 1.075e-4
1.357, 1.077e-4
1.358, 1.076e-4
1.359, 1.077e-4
1.360, 1.078e-4
1.361, 1.078e-4
1.362, 1.078e-4
1.363, 1.082e-4
1.364, 1.084e-4
1.365, 1.082e-4
1.366, 1.083e-4
1.367, 1.083e-4
1.368, 1.082e-4
1.369, 1.088e-4
1.370, 1.093e-4
1.371, 1.094e-4
1.372, 1.097e-4
1.373, 1.095e-4
1.374, 1.096e-4
1.375, 1.100e-4
1.376, 1.103e-4
1.377, 1.106e-4
1.378, 1.108e-4
1.379, 1.115e-4
1.380, 1.120e-4
1.381, 1.120e-4
1.382, 1.128e-4
1.383, 1.133e-4
1.384, 1.133e-4
1.385, 1.140e-4
1.386, 1.144e-4
1.387, 1.147e-4
1.388, 1.155e-4
1.389, 1.159e-4
1.390, 1.164e-4
1.391, 1.172e-4
1.392, 1.177e-4
1.393, 1.186e-4
1.394, 1.193e-4
1.395, 1.203e-4
1.396, 1.212e-4
1.397, 1.216e-4
1.398, 1.229e-4
1.399, 1.241e-4
1.400, 1.248e-4
1.401, 1.263e-4
1.402, 1.275e-4
1.403, 1.287e-4
1.404, 1.303e-4
1.405, 1.316e-4
1.406, 1.330e-4
1.407, 1.350e-4
1.408, 1.367e-4
1.409, 1.385e-4
1.410, 1.404e-4
1.411, 1.426e-4
1.412, 1.450e-4
1.413, 1.467e-4
1.414, 1.496e-4
1.415, 1.522e-4
1.416, 1.543e-4
1.417, 1.576e-4
1.418, 1.607e-4
1.419, 1.637e-4
1.420, 1.673e-4
1.421, 1.710e-4
1.422, 1.745e-4
1.423, 1.786e-4
1.424, 1.828e-4
1.425, 1.875e-4
1.426, 1.923e-4
1.427, 1.975e-4
1.428, 2.031e-4
1.429, 2.084e-4
1.430, 2.147e-4
1.431, 2.212e-4
1.432, 2.276e-4
1.433, 2.352e-4
1.434, 2.429e-4
1.435, 2.503e-4
1.436, 2.591e-4
1.437, 2.675e-4
1.438, 2.768e-4
1.439, 2.867e-4
1.440, 2.970e-4
1.441, 3.077e-4
1.442, 3.186e-4
1.443, 3.308e-4
1.444, 3.436e-4
1.445, 3.564e-4
1.446, 3.708e-4
1.447, 3.852e-4
1.448, 3.997e-4
1.449, 4.161e-4
1.450, 4.327e-4
1.451, 4.500e-4
1.452, 4.688e-4
1.453, 4.880e-4
1.454, 5.078e-4
1.455, 5.287e-4
1.456, 5.506e-4
1.457, 5.732e-4
1.458, 5.967e-4
1.459, 6.221e-4
1.460, 6.482e-4
1.461, 6.747e-4
1.462, 7.033e-4
1.463, 7.326e-4
1.464, 7.629e-4
1.465, 7.951e-4
1.466, 8.284e-4
1.467, 8.622e-4
1.468, 8.980e-4
1.469, 9.347e-4
1.470, 9.731e-4
1.471, 1.013e-3
1.472, 1.054e-3
1.473, 1.097e-3
1.474, 1.141e-3
1.475, 1.188e-3
1.476, 1.236e-3
1.477, 1.284e-3
1.478, 1.335e-3
1.479, 1.388e-3
1.480, 1.441e-3
1.481, 1.497e-3
1.482, 1.555e-3
1.483, 1.615e-3
1.484, 1.676e-3
1.485, 1.740e-3
1.486, 1.805e-3
1.487, 1.872e-3
1.488, 1.941e-3
1.489, 2.013e-3
1.490, 2.086e-3
1.491, 2.161e-3
1.492, 2.240e-3
1.493, 2.320e-3
1.494, 2.403e-3
1.495, 2.488e-3
1.496, 2.575e-3
1.497, 2.665e-3
1.498, 2.759e-3
1.499, 2.855e-3
1.500, 2.952e-3
1.501, 3.053e-3
1.502, 3.156e-3
1.503, 3.263e-3
1.504, 3.372e-3
1.505, 3.484e-3
1.506, 3.599e-3
1.507, 3.717e-3
1.508, 3.839e-3
1.509, 3.963e-3
1.510, 4.091e-3
1.511, 4.223e-3
1.512, 4.357e-3
1.513, 4.495e-3
1.514, 4.636e-3
1.515, 4.780e-3
1.516, 4.928e-3
1.517, 5.079e-3
1.518, 5.234e-3
1.519, 5.391e-3
1.520, 5.553e-3
1.521, 5.719e-3
1.522, 5.887e-3
1.523, 6.060e-3
1.524, 6.237e-3
1.525, 6.415e-3
1.526, 6.598e-3
1.527, 6.785e-3
1.528, 6.974e-3
1.529, 7.168e-3
1.530, 7.366e-3
1.531, 7.568e-3
1.532, 7.771e-3
1.533, 7.979e-3
1.534, 8.191e-3
1.535, 8.406e-3
1.536, 8.628e-3
1.537, 8.853e-3
1.538, 9.078e-3
1.539, 9.309e-3
1.540, 9.544e-3
1.541, 9.781e-3
1.542, 1.002e-2
1.543, 1.027e-2
1.544, 1.052e-2
1.545, 1.077e-2
1.546, 1.103e-2
1.547, 1.129e-2
1.548, 1.156e-2
1.549, 1.183e-2
1.550, 1.210e-2
1.551, 1.238e-2
1.552, 1.267e-2
1.553, 1.297e-2
1.554, 1.326e-2
1.555, 1.356e-2
1.556, 1.386e-2
1.557, 1.416e-2
1.558, 1.447e-2
1.559, 1.479e-2
1.560, 1.511e-2
1.561, 1.543e-2
1.562, 1.576e-2
1.563, 1.610e-2
1.564, 1.643e-2
1.565, 1.677e-2
1.566, 1.712e-2
1.567, 1.747e-2
1.568, 1.783e-2
1.569, 1.819e-2
1.570, 1.855e-2
1.571, 1.892e-2
1.572, 1.930e-2
1.573, 1.968e-2
1.574, 2.008e-2
1.575, 2.048e-2
1.576, 2.087e-2
1.577, 2.127e-2
1.578, 2.167e-2
1.579, 2.208e-2
1.580, 2.248e-2
1.581, 2.290e-2
1.582, 2.331e-2
1.583, 2.373e-2
1.584, 2.417e-2
1.585, 2.461e-2
1.586, 2.503e-2
1.587, 2.548e-2
1.588, 2.594e-2
1.589, 2.639e-2
1.590, 2.683e-2
1.591, 2.727e-2
1.592, 2.772e-2
1.593, 2.817e-2
1.594, 2.862e-2
1.595, 2.909e-2
1.596, 2.957e-2
1.597, 3.003e-2
1.598, 3.052e-2
1.599, 3.103e-2
1.600, 3.152e-2
1.601, 3.202e-2
1.602, 3.250e-2
1.603, 3.298e-2
1.604, 3.345e-2
1.605, 3.393e-2
1.606, 3.447e-2
1.607, 3.503e-2
1.608, 3.552e-2
1.609, 3.601e-2
1.610, 3.649e-2
1.611, 3.698e-2
1.612, 3.748e-2
1.613, 3.802e-2
1.614, 3.854e-2
1.615, 3.903e-2
1.616, 3.951e-2
1.617, 4.000e-2
1.618, 4.053e-2
1.619, 4.113e-2
1.620, 4.165e-2
1.621, 4.217e-2
1.622, 4.269e-2
1.623, 4.318e-2
1.624, 4.374e-2
1.625, 4.433e-2
1.626, 4.487e-2
1.627, 4.536e-2
1.628, 4.591e-2
1.629, 4.651e-2
1.630, 4.706e-2
1.631, 4.757e-2
1.632, 4.807e-2
1.633, 4.856e-2
1.634, 4.903e-2
1.635, 4.952e-2
1.636, 5.000e-2
1.637, 5.048e-2
1.638, 5.107e-2
1.639, 5.163e-2
1.640, 5.222e-2
1.641, 5.278e-2
1.642, 5.331e-2
1.643, 5.385e-2
1.644, 5.437e-2
1.645, 5.489e-2
1.646, 5.546e-2
1.647, 5.595e-2
1.648, 5.645e-2
1.649, 5.695e-2
1.650, 5.743e-2
1.651, 5.793e-2
1.652, 5.854e-2
1.653, 5.911e-2
1.654, 5.973e-2
1.655, 6.022e-2
1.656, 6.074e-2
1.657, 6.126e-2
1.658, 6.179e-2
1.659, 6.227e-2
1.660, 6.272e-2
1.661, 6.322e-2
1.662, 6.378e-2
1.663, 6.424e-2
1.664, 6.471e-2
1.665, 6.524e-2
1.666, 6.578e-2
1.667, 6.638e-2
1.668, 6.706e-2
1.669, 6.756e-2
1.670, 6.799e-2
1.671, 6.846e-2
1.672, 6.895e-2
1.673, 6.948e-2
1.674, 7.000e-2
1.675, 7.045e-2
1.676, 7.094e-2
1.677, 7.153e-2
1.678, 7.201e-2
1.679, 7.242e-2
1.680, 7.286e-2
1.681, 7.325e-2
1.682, 7.404e-2
1.683, 7.466e-2
1.684, 7.518e-2
1.685, 7.561e-2
1.686, 7.624e-2
1.687, 7.683e-2
1.688, 7.725e-2
1.689, 7.773e-2
1.690, 7.832e-2
1.691, 7.886e-2
1.692, 7.932e-2
1.693, 7.991e-2
1.694, 8.033e-2
1.695, 8.058e-2
1.696, 8.102e-2
1.697, 8.163e-2
1.698, 8.237e-2
1.699, 8.282e-2
1.700, 8.315e-2
1.701, 8.350e-2
1.702, 8.404e-2
1.703, 8.452e-2
1.704, 8.498e-2
1.705, 8.551e-2
1.706, 8.592e-2
1.707, 8.673e-2
1.708, 8.785e-2
1.709, 8.840e-2
1.710, 8.881e-2
1.711, 8.946e-2
1.712, 9.026e-2
1.713, 9.095e-2
1.714, 9.141e-2
1.715, 9.172e-2
1.716, 9.204e-2
1.717, 9.237e-2
1.718, 9.270e-2
1.719, 9.310e-2
1.720, 9.360e-2
1.721, 9.437e-2
1.722, 9.473e-2
1.723, 9.493e-2
1.724, 9.528e-2
1.725, 9.574e-2
1.726, 9.609e-2
1.727, 9.685e-2
1.728, 9.752e-2
1.729, 9.779e-2
1.730, 9.806e-2
1.731, 9.856e-2
1.732, 1.000e-1
1.733, 1.006e-1
1.734, 1.006e-1
1.735, 1.006e-1
1.736, 1.006e-1
1.737, 1.006e-1
1.738, 1.006e-1
1.739, 1.006e-1
1.740, 1.006e-1
1.741, 1.006e-1
1.742, 1.006e-1
1.743, 1.006e-1
1.744, 1.006e-1
1.745, 1.006e-1
1.746, 1.006e-1
1.747, 1.006e-1
1.748, 1.006e-1
1.749, 1.006e-1
1.750, 1.006e-1
1.751, 1.006e-1
1.752, 1.006e-1
1.753, 1.006e-1
1.754, 1.006e-1
1.755, 1.006e-1
1.756, 1.006e-1
1.757, 1.006e-1
1.758, 1.006e-1
1.759, 1.006e-1
1.760, 1.006e-1
1.761, 1.006e-1
1.762, 1.006e-1
1.763, 1.006e-1
1.764, 1.006e-1
1.765, 1.006e-1
1.766, 1.006e-1
1.767, 1.006e-1
1.768, 1.006e-1
1.769, 1.006e-1
1.770, 1.006e-1
1.771, 1.006e-1
1.772, 1.006e-1
1.773, 1.006e-1
1.774, 1.006e-1
1.775, 1.006e-1
1.776, 1.006e-1
1.777, 1.006e-1
1.778, 1.006e-1
1.779, 1.006e-1
1.780, 1.006e-1
1.781, 1.006e-1
1.782, 1.006e-1
1.783, 1.006e-1
1.784, 1.006e-1
1.785, 1.006e-1
1.786, 1.006e-1
1.787, 1.006e-1
1.788, 1.006e-1
1.789, 1.006e-1
1.790, 1.006e-1
1.791, 1.006e-1
1.792, 1.006e-1
1.793, 1.006e-1
1.794, 1.006e-1
1.795, 1.006e-1
1.796, 1.006e-1
1.797, 1.006e-1
1.798, 1.006e-1
1.799, 1.006e-1
