June 7, 2026   18:50:29
Linear Sweep Voltammetry
File: c:\users\__xjr__\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 1.2
Final E (V) = 1.8
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01
Comp R (ohm) = 2.0

Results:

Channel 1:
1.356, 1.238e-4
1.357, 1.238e-4
1.358, 1.236e-4
1.359, 1.236e-4
1.360, 1.235e-4
1.361, 1.236e-4
1.362, 1.236e-4
1.363, 1.238e-4
1.364, 1.239e-4
1.365, 1.235e-4
1.366, 1.238e-4
1.367, 1.240e-4
1.368, 1.237e-4
1.369, 1.241e-4
1.370, 1.242e-4
1.371, 1.241e-4
1.372, 1.243e-4
1.373, 1.244e-4
1.374, 1.244e-4
1.375, 1.248e-4
1.376, 1.249e-4
1.377, 1.250e-4
1.378, 1.251e-4
1.379, 1.253e-4
1.380, 1.257e-4
1.381, 1.257e-4
1.382, 1.262e-4
1.383, 1.267e-4
1.384, 1.267e-4
1.385, 1.272e-4
1.386, 1.275e-4
1.387, 1.278e-4
1.388, 1.283e-4
1.389, 1.288e-4
1.390, 1.292e-4
1.391, 1.297e-4
1.392, 1.302e-4
1.393, 1.309e-4
1.394, 1.313e-4
1.395, 1.323e-4
1.396, 1.330e-4
1.397, 1.334e-4
1.398, 1.345e-4
1.399, 1.355e-4
1.400, 1.360e-4
1.401, 1.373e-4
1.402, 1.384e-4
1.403, 1.391e-4
1.404, 1.406e-4
1.405, 1.418e-4
1.406, 1.430e-4
1.407, 1.446e-4
1.408, 1.461e-4
1.409, 1.478e-4
1.410, 1.495e-4
1.411, 1.511e-4
1.412, 1.532e-4
1.413, 1.548e-4
1.414, 1.574e-4
1.415, 1.598e-4
1.416, 1.618e-4
1.417, 1.648e-4
1.418, 1.674e-4
1.419, 1.702e-4
1.420, 1.735e-4
1.421, 1.768e-4
1.422, 1.800e-4
1.423, 1.836e-4
1.424, 1.877e-4
1.425, 1.923e-4
1.426, 1.967e-4
1.427, 2.016e-4
1.428, 2.068e-4
1.429, 2.117e-4
1.430, 2.177e-4
1.431, 2.237e-4
1.432, 2.296e-4
1.433, 2.366e-4
1.434, 2.439e-4
1.435, 2.510e-4
1.436, 2.594e-4
1.437, 2.678e-4
1.438, 2.769e-4
1.439, 2.859e-4
1.440, 2.958e-4
1.441, 3.062e-4
1.442, 3.169e-4
1.443, 3.284e-4
1.444, 3.408e-4
1.445, 3.530e-4
1.446, 3.669e-4
1.447, 3.808e-4
1.448, 3.949e-4
1.449, 4.108e-4
1.450, 4.270e-4
1.451, 4.436e-4
1.452, 4.618e-4
1.453, 4.805e-4
1.454, 4.999e-4
1.455, 5.202e-4
1.456, 5.415e-4
1.457, 5.637e-4
1.458, 5.866e-4
1.459, 6.113e-4
1.460, 6.370e-4
1.461, 6.629e-4
1.462, 6.910e-4
1.463, 7.198e-4
1.464, 7.495e-4
1.465, 7.812e-4
1.466, 8.138e-4
1.467, 8.474e-4
1.468, 8.828e-4
1.469, 9.194e-4
1.470, 9.573e-4
1.471, 9.966e-4
1.472, 1.038e-3
1.473, 1.081e-3
1.474, 1.125e-3
1.475, 1.171e-3
1.476, 1.219e-3
1.477, 1.268e-3
1.478, 1.319e-3
1.479, 1.372e-3
1.480, 1.426e-3
1.481, 1.483e-3
1.482, 1.541e-3
1.483, 1.601e-3
1.484, 1.664e-3
1.485, 1.729e-3
1.486, 1.796e-3
1.487, 1.865e-3
1.488, 1.935e-3
1.489, 2.008e-3
1.490, 2.084e-3
1.491, 2.162e-3
1.492, 2.243e-3
1.493, 2.325e-3
1.494, 2.412e-3
1.495, 2.500e-3
1.496, 2.591e-3
1.497, 2.685e-3
1.498, 2.783e-3
1.499, 2.882e-3
1.500, 2.985e-3
1.501, 3.090e-3
1.502, 3.200e-3
1.503, 3.311e-3
1.504, 3.427e-3
1.505, 3.546e-3
1.506, 3.667e-3
1.507, 3.792e-3
1.508, 3.922e-3
1.509, 4.053e-3
1.510, 4.190e-3
1.511, 4.330e-3
1.512, 4.473e-3
1.513, 4.620e-3
1.514, 4.771e-3
1.515, 4.926e-3
1.516, 5.084e-3
1.517, 5.246e-3
1.518, 5.412e-3
1.519, 5.582e-3
1.520, 5.756e-3
1.521, 5.936e-3
1.522, 6.117e-3
1.523, 6.304e-3
1.524, 6.495e-3
1.525, 6.688e-3
1.526, 6.887e-3
1.527, 7.091e-3
1.528, 7.297e-3
1.529, 7.509e-3
1.530, 7.726e-3
1.531, 7.946e-3
1.532, 8.168e-3
1.533, 8.395e-3
1.534, 8.629e-3
1.535, 8.865e-3
1.536, 9.108e-3
1.537, 9.356e-3
1.538, 9.604e-3
1.539, 9.859e-3
1.540, 1.012e-2
1.541, 1.038e-2
1.542, 1.065e-2
1.543, 1.093e-2
1.544, 1.120e-2
1.545, 1.148e-2
1.546, 1.177e-2
1.547, 1.206e-2
1.548, 1.236e-2
1.549, 1.266e-2
1.550, 1.297e-2
1.551, 1.328e-2
1.552, 1.360e-2
1.553, 1.392e-2
1.554, 1.425e-2
1.555, 1.458e-2
1.556, 1.493e-2
1.557, 1.527e-2
1.558, 1.562e-2
1.559, 1.598e-2
1.560, 1.634e-2
1.561, 1.671e-2
1.562, 1.708e-2
1.563, 1.746e-2
1.564, 1.785e-2
1.565, 1.824e-2
1.566, 1.863e-2
1.567, 1.903e-2
1.568, 1.944e-2
1.569, 1.986e-2
1.570, 2.028e-2
1.571, 2.070e-2
1.572, 2.113e-2
1.573, 2.157e-2
1.574, 2.201e-2
1.575, 2.246e-2
1.576, 2.291e-2
1.577, 2.337e-2
1.578, 2.384e-2
1.579, 2.431e-2
1.580, 2.478e-2
1.581, 2.526e-2
1.582, 2.575e-2
1.583, 2.626e-2
1.584, 2.679e-2
1.585, 2.730e-2
1.586, 2.782e-2
1.587, 2.834e-2
1.588, 2.887e-2
1.589, 2.939e-2
1.590, 2.993e-2
1.591, 3.045e-2
1.592, 3.099e-2
1.593, 3.155e-2
1.594, 3.209e-2
1.595, 3.265e-2
1.596, 3.319e-2
1.597, 3.372e-2
1.598, 3.429e-2
1.599, 3.488e-2
1.600, 3.549e-2
1.601, 3.607e-2
1.602, 3.664e-2
1.603, 3.722e-2
1.604, 3.778e-2
1.605, 3.837e-2
1.606, 3.895e-2
1.607, 3.953e-2
1.608, 4.010e-2
1.609, 4.068e-2
1.610, 4.128e-2
1.611, 4.186e-2
1.612, 4.244e-2
1.613, 4.309e-2
1.614, 4.373e-2
1.615, 4.436e-2
1.616, 4.496e-2
1.617, 4.557e-2
1.618, 4.616e-2
1.619, 4.677e-2
1.620, 4.741e-2
1.621, 4.806e-2
1.622, 4.873e-2
1.623, 4.937e-2
1.624, 5.013e-2
1.625, 5.089e-2
1.626, 5.153e-2
1.627, 5.214e-2
1.628, 5.277e-2
1.629, 5.339e-2
1.630, 5.408e-2
1.631, 5.490e-2
1.632, 5.558e-2
1.633, 5.621e-2
1.634, 5.685e-2
1.635, 5.747e-2
1.636, 5.809e-2
1.637, 5.870e-2
1.638, 5.950e-2
1.639, 6.021e-2
1.640, 6.078e-2
1.641, 6.142e-2
1.642, 6.205e-2
1.643, 6.275e-2
1.644, 6.348e-2
1.645, 6.411e-2
1.646, 6.472e-2
1.647, 6.535e-2
1.648, 6.611e-2
1.649, 6.690e-2
1.650, 6.754e-2
1.651, 6.817e-2
1.652, 6.874e-2
1.653, 6.929e-2
1.654, 6.992e-2
1.655, 7.071e-2
1.656, 7.154e-2
1.657, 7.215e-2
1.658, 7.273e-2
1.659, 7.330e-2
1.660, 7.399e-2
1.661, 7.466e-2
1.662, 7.517e-2
1.663, 7.583e-2
1.664, 7.639e-2
1.665, 7.692e-2
1.666, 7.760e-2
1.667, 7.826e-2
1.668, 7.888e-2
1.669, 7.942e-2
1.670, 8.038e-2
1.671, 8.114e-2
1.672, 8.168e-2
1.673, 8.227e-2
1.674, 8.287e-2
1.675, 8.376e-2
1.676, 8.454e-2
1.677, 8.513e-2
1.678, 8.570e-2
1.679, 8.635e-2
1.680, 8.702e-2
1.681, 8.770e-2
1.682, 8.829e-2
1.683, 8.875e-2
1.684, 8.939e-2
1.685, 9.047e-2
1.686, 9.130e-2
1.687, 9.185e-2
1.688, 9.233e-2
1.689, 9.285e-2
1.690, 9.333e-2
1.691, 9.398e-2
1.692, 9.478e-2
1.693, 9.535e-2
1.694, 9.600e-2
1.695, 9.661e-2
1.696, 9.734e-2
1.697, 9.805e-2
1.698, 9.846e-2
1.699, 9.889e-2
1.700, 9.931e-2
1.701, 9.982e-2
1.702, 1.003e-1
1.703, 1.006e-1
1.704, 1.006e-1
1.705, 1.006e-1
1.706, 1.006e-1
1.707, 1.006e-1
1.708, 1.006e-1
1.709, 1.006e-1
1.710, 1.006e-1
1.711, 1.006e-1
1.712, 1.006e-1
1.713, 1.006e-1
1.714, 1.006e-1
1.715, 1.006e-1
1.716, 1.006e-1
1.717, 1.006e-1
1.718, 1.006e-1
1.719, 1.006e-1
1.720, 1.006e-1
1.721, 1.006e-1
1.722, 1.006e-1
1.723, 1.006e-1
1.724, 1.006e-1
1.725, 1.006e-1
1.726, 1.006e-1
1.727, 1.006e-1
1.728, 1.006e-1
1.729, 1.006e-1
1.730, 1.006e-1
1.731, 1.006e-1
1.732, 1.006e-1
1.733, 1.006e-1
1.734, 1.006e-1
1.735, 1.006e-1
1.736, 1.006e-1
1.737, 1.006e-1
1.738, 1.006e-1
1.739, 1.006e-1
1.740, 1.006e-1
1.741, 1.006e-1
1.742, 1.006e-1
1.743, 1.006e-1
1.744, 1.006e-1
1.745, 1.006e-1
1.746, 1.006e-1
1.747, 1.006e-1
1.748, 1.006e-1
1.749, 1.006e-1
1.750, 1.006e-1
1.751, 1.006e-1
1.752, 1.006e-1
1.753, 1.006e-1
1.754, 1.006e-1
1.755, 1.006e-1
1.756, 1.006e-1
1.757, 1.006e-1
1.758, 1.006e-1
1.759, 1.006e-1
1.760, 1.006e-1
1.761, 1.006e-1
1.762, 1.006e-1
1.763, 1.006e-1
1.764, 1.006e-1
1.765, 1.006e-1
1.766, 1.006e-1
1.767, 1.006e-1
1.768, 1.006e-1
1.769, 1.006e-1
1.770, 1.006e-1
1.771, 1.006e-1
1.772, 1.006e-1
1.773, 1.006e-1
1.774, 1.006e-1
1.775, 1.006e-1
1.776, 1.006e-1
1.777, 1.006e-1
1.778, 1.006e-1
1.779, 1.006e-1
1.780, 1.006e-1
1.781, 1.006e-1
1.782, 1.006e-1
1.783, 1.006e-1
1.784, 1.006e-1
1.785, 1.006e-1
1.786, 1.006e-1
1.787, 1.006e-1
1.788, 1.006e-1
1.789, 1.006e-1
1.790, 1.006e-1
1.791, 1.006e-1
1.792, 1.006e-1
1.793, 1.006e-1
1.794, 1.006e-1
1.795, 1.006e-1
1.796, 1.006e-1
1.797, 1.006e-1
1.798, 1.006e-1
1.799, 1.006e-1
