June 7, 2026   18:43:45
Linear Sweep Voltammetry
File: c:\users\__xjr__\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 1.2
Final E (V) = 1.8
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01
Comp R (ohm) = 2.0

Results:

Channel 1:
1.356, 1.189e-4
1.357, 1.189e-4
1.358, 1.187e-4
1.359, 1.188e-4
1.360, 1.186e-4
1.361, 1.187e-4
1.362, 1.185e-4
1.363, 1.188e-4
1.364, 1.189e-4
1.365, 1.186e-4
1.366, 1.189e-4
1.367, 1.190e-4
1.368, 1.188e-4
1.369, 1.192e-4
1.370, 1.194e-4
1.371, 1.192e-4
1.372, 1.195e-4
1.373, 1.197e-4
1.374, 1.199e-4
1.375, 1.201e-4
1.376, 1.202e-4
1.377, 1.206e-4
1.378, 1.205e-4
1.379, 1.208e-4
1.380, 1.211e-4
1.381, 1.212e-4
1.382, 1.217e-4
1.383, 1.222e-4
1.384, 1.221e-4
1.385, 1.227e-4
1.386, 1.230e-4
1.387, 1.232e-4
1.388, 1.240e-4
1.389, 1.244e-4
1.390, 1.247e-4
1.391, 1.256e-4
1.392, 1.261e-4
1.393, 1.268e-4
1.394, 1.274e-4
1.395, 1.283e-4
1.396, 1.292e-4
1.397, 1.295e-4
1.398, 1.306e-4
1.399, 1.316e-4
1.400, 1.321e-4
1.401, 1.337e-4
1.402, 1.348e-4
1.403, 1.357e-4
1.404, 1.372e-4
1.405, 1.385e-4
1.406, 1.400e-4
1.407, 1.415e-4
1.408, 1.432e-4
1.409, 1.448e-4
1.410, 1.467e-4
1.411, 1.485e-4
1.412, 1.507e-4
1.413, 1.525e-4
1.414, 1.550e-4
1.415, 1.577e-4
1.416, 1.603e-4
1.417, 1.644e-4
1.418, 1.714e-4
1.419, 1.752e-4
1.420, 1.789e-4
1.421, 1.823e-4
1.422, 1.852e-4
1.423, 1.925e-4
1.424, 1.998e-4
1.425, 2.030e-4
1.426, 2.070e-4
1.427, 2.103e-4
1.428, 2.145e-4
1.429, 2.184e-4
1.430, 2.236e-4
1.431, 2.290e-4
1.432, 2.342e-4
1.433, 2.408e-4
1.434, 2.476e-4
1.435, 2.544e-4
1.436, 2.624e-4
1.437, 2.705e-4
1.438, 2.790e-4
1.439, 2.885e-4
1.440, 2.983e-4
1.441, 3.089e-4
1.442, 3.195e-4
1.443, 3.315e-4
1.444, 3.440e-4
1.445, 3.568e-4
1.446, 3.709e-4
1.447, 3.853e-4
1.448, 3.998e-4
1.449, 4.160e-4
1.450, 4.326e-4
1.451, 4.501e-4
1.452, 4.689e-4
1.453, 4.880e-4
1.454, 5.080e-4
1.455, 5.290e-4
1.456, 5.510e-4
1.457, 5.739e-4
1.458, 5.979e-4
1.459, 6.232e-4
1.460, 6.497e-4
1.461, 6.767e-4
1.462, 7.058e-4
1.463, 7.357e-4
1.464, 7.664e-4
1.465, 7.991e-4
1.466, 8.329e-4
1.467, 8.676e-4
1.468, 9.042e-4
1.469, 9.418e-4
1.470, 9.807e-4
1.471, 1.021e-3
1.472, 1.064e-3
1.473, 1.108e-3
1.474, 1.153e-3
1.475, 1.201e-3
1.476, 1.250e-3
1.477, 1.300e-3
1.478, 1.352e-3
1.479, 1.407e-3
1.480, 1.462e-3
1.481, 1.520e-3
1.482, 1.580e-3
1.483, 1.642e-3
1.484, 1.706e-3
1.485, 1.771e-3
1.486, 1.840e-3
1.487, 1.910e-3
1.488, 1.981e-3
1.489, 2.057e-3
1.490, 2.133e-3
1.491, 2.213e-3
1.492, 2.295e-3
1.493, 2.379e-3
1.494, 2.466e-3
1.495, 2.555e-3
1.496, 2.647e-3
1.497, 2.743e-3
1.498, 2.842e-3
1.499, 2.942e-3
1.500, 3.045e-3
1.501, 3.152e-3
1.502, 3.262e-3
1.503, 3.374e-3
1.504, 3.491e-3
1.505, 3.611e-3
1.506, 3.733e-3
1.507, 3.860e-3
1.508, 3.990e-3
1.509, 4.123e-3
1.510, 4.260e-3
1.511, 4.401e-3
1.512, 4.544e-3
1.513, 4.692e-3
1.514, 4.843e-3
1.515, 4.999e-3
1.516, 5.157e-3
1.517, 5.320e-3
1.518, 5.488e-3
1.519, 5.657e-3
1.520, 5.833e-3
1.521, 6.013e-3
1.522, 6.195e-3
1.523, 6.384e-3
1.524, 6.576e-3
1.525, 6.770e-3
1.526, 6.970e-3
1.527, 7.174e-3
1.528, 7.381e-3
1.529, 7.595e-3
1.530, 7.812e-3
1.531, 8.032e-3
1.532, 8.256e-3
1.533, 8.485e-3
1.534, 8.719e-3
1.535, 8.956e-3
1.536, 9.201e-3
1.537, 9.450e-3
1.538, 9.700e-3
1.539, 9.956e-3
1.540, 1.022e-2
1.541, 1.048e-2
1.542, 1.075e-2
1.543, 1.102e-2
1.544, 1.130e-2
1.545, 1.158e-2
1.546, 1.187e-2
1.547, 1.217e-2
1.548, 1.246e-2
1.549, 1.276e-2
1.550, 1.307e-2
1.551, 1.338e-2
1.552, 1.370e-2
1.553, 1.402e-2
1.554, 1.435e-2
1.555, 1.468e-2
1.556, 1.502e-2
1.557, 1.536e-2
1.558, 1.571e-2
1.559, 1.607e-2
1.560, 1.642e-2
1.561, 1.679e-2
1.562, 1.716e-2
1.563, 1.754e-2
1.564, 1.791e-2
1.565, 1.830e-2
1.566, 1.869e-2
1.567, 1.908e-2
1.568, 1.948e-2
1.569, 1.989e-2
1.570, 2.030e-2
1.571, 2.072e-2
1.572, 2.114e-2
1.573, 2.158e-2
1.574, 2.203e-2
1.575, 2.247e-2
1.576, 2.292e-2
1.577, 2.337e-2
1.578, 2.383e-2
1.579, 2.429e-2
1.580, 2.475e-2
1.581, 2.522e-2
1.582, 2.571e-2
1.583, 2.618e-2
1.584, 2.667e-2
1.585, 2.716e-2
1.586, 2.766e-2
1.587, 2.816e-2
1.588, 2.866e-2
1.589, 2.916e-2
1.590, 2.968e-2
1.591, 3.019e-2
1.592, 3.070e-2
1.593, 3.123e-2
1.594, 3.177e-2
1.595, 3.229e-2
1.596, 3.281e-2
1.597, 3.334e-2
1.598, 3.388e-2
1.599, 3.443e-2
1.600, 3.497e-2
1.601, 3.552e-2
1.602, 3.609e-2
1.603, 3.665e-2
1.604, 3.724e-2
1.605, 3.785e-2
1.606, 3.841e-2
1.607, 3.899e-2
1.608, 3.954e-2
1.609, 4.011e-2
1.610, 4.068e-2
1.611, 4.125e-2
1.612, 4.183e-2
1.613, 4.244e-2
1.614, 4.302e-2
1.615, 4.360e-2
1.616, 4.427e-2
1.617, 4.490e-2
1.618, 4.546e-2
1.619, 4.607e-2
1.620, 4.671e-2
1.621, 4.729e-2
1.622, 4.787e-2
1.623, 4.845e-2
1.624, 4.901e-2
1.625, 4.958e-2
1.626, 5.015e-2
1.627, 5.074e-2
1.628, 5.138e-2
1.629, 5.199e-2
1.630, 5.267e-2
1.631, 5.344e-2
1.632, 5.410e-2
1.633, 5.473e-2
1.634, 5.535e-2
1.635, 5.594e-2
1.636, 5.658e-2
1.637, 5.724e-2
1.638, 5.784e-2
1.639, 5.846e-2
1.640, 5.916e-2
1.641, 5.989e-2
1.642, 6.050e-2
1.643, 6.107e-2
1.644, 6.162e-2
1.645, 6.233e-2
1.646, 6.305e-2
1.647, 6.367e-2
1.648, 6.426e-2
1.649, 6.488e-2
1.650, 6.549e-2
1.651, 6.614e-2
1.652, 6.677e-2
1.653, 6.741e-2
1.654, 6.830e-2
1.655, 6.908e-2
1.656, 6.964e-2
1.657, 7.021e-2
1.658, 7.091e-2
1.659, 7.149e-2
1.660, 7.217e-2
1.661, 7.277e-2
1.662, 7.364e-2
1.663, 7.433e-2
1.664, 7.490e-2
1.665, 7.547e-2
1.666, 7.608e-2
1.667, 7.667e-2
1.668, 7.731e-2
1.669, 7.803e-2
1.670, 7.941e-2
1.671, 8.043e-2
1.672, 8.097e-2
1.673, 8.150e-2
1.674, 8.239e-2
1.675, 8.336e-2
1.676, 8.397e-2
1.677, 8.452e-2
1.678, 8.504e-2
1.679, 8.559e-2
1.680, 8.620e-2
1.681, 8.678e-2
1.682, 8.740e-2
1.683, 8.804e-2
1.684, 8.862e-2
1.685, 8.926e-2
1.686, 8.977e-2
1.687, 9.033e-2
1.688, 9.083e-2
1.689, 9.138e-2
1.690, 9.219e-2
1.691, 9.319e-2
1.692, 9.378e-2
1.693, 9.430e-2
1.694, 9.512e-2
1.695, 9.634e-2
1.696, 9.695e-2
1.697, 9.738e-2
1.698, 9.773e-2
1.699, 9.819e-2
1.700, 9.912e-2
1.701, 9.988e-2
1.702, 1.003e-1
1.703, 1.006e-1
1.704, 1.006e-1
1.705, 1.006e-1
1.706, 1.006e-1
1.707, 1.006e-1
1.708, 1.006e-1
1.709, 1.006e-1
1.710, 1.006e-1
1.711, 1.006e-1
1.712, 1.006e-1
1.713, 1.006e-1
1.714, 1.006e-1
1.715, 1.006e-1
1.716, 1.006e-1
1.717, 1.006e-1
1.718, 1.006e-1
1.719, 1.006e-1
1.720, 1.006e-1
1.721, 1.006e-1
1.722, 1.006e-1
1.723, 1.006e-1
1.724, 1.006e-1
1.725, 1.006e-1
1.726, 1.006e-1
1.727, 1.006e-1
1.728, 1.006e-1
1.729, 1.006e-1
1.730, 1.006e-1
1.731, 1.006e-1
1.732, 1.006e-1
1.733, 1.006e-1
1.734, 1.006e-1
1.735, 1.006e-1
1.736, 1.006e-1
1.737, 1.006e-1
1.738, 1.006e-1
1.739, 1.006e-1
1.740, 1.006e-1
1.741, 1.006e-1
1.742, 1.006e-1
1.743, 1.006e-1
1.744, 1.006e-1
1.745, 1.006e-1
1.746, 1.006e-1
1.747, 1.006e-1
1.748, 1.006e-1
1.749, 1.006e-1
1.750, 1.006e-1
1.751, 1.006e-1
1.752, 1.006e-1
1.753, 1.006e-1
1.754, 1.006e-1
1.755, 1.006e-1
1.756, 1.006e-1
1.757, 1.006e-1
1.758, 1.006e-1
1.759, 1.006e-1
1.760, 1.006e-1
1.761, 1.006e-1
1.762, 1.006e-1
1.763, 1.006e-1
1.764, 1.006e-1
1.765, 1.006e-1
1.766, 1.006e-1
1.767, 1.006e-1
1.768, 1.006e-1
1.769, 1.006e-1
1.770, 1.006e-1
1.771, 1.006e-1
1.772, 1.006e-1
1.773, 1.006e-1
1.774, 1.006e-1
1.775, 1.006e-1
1.776, 1.006e-1
1.777, 1.006e-1
1.778, 1.006e-1
1.779, 1.006e-1
1.780, 1.006e-1
1.781, 1.006e-1
1.782, 1.006e-1
1.783, 1.006e-1
1.784, 1.006e-1
1.785, 1.006e-1
1.786, 1.006e-1
1.787, 1.006e-1
1.788, 1.006e-1
1.789, 1.006e-1
1.790, 1.006e-1
1.791, 1.006e-1
1.792, 1.006e-1
1.793, 1.006e-1
1.794, 1.006e-1
1.795, 1.006e-1
1.796, 1.006e-1
1.797, 1.006e-1
1.798, 1.006e-1
1.799, 1.006e-1
