June 7, 2026   18:26:49
Linear Sweep Voltammetry
File: c:\users\__xjr__\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 1.2
Final E (V) = 1.8
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001

Results:

Channel 1:
1.358, 5.164e-5
1.359, 5.181e-5
1.360, 5.209e-5
1.361, 5.250e-5
1.362, 5.247e-5
1.363, 5.287e-5
1.364, 5.339e-5
1.365, 5.338e-5
1.366, 5.363e-5
1.367, 5.409e-5
1.368, 5.415e-5
1.369, 5.486e-5
1.370, 5.521e-5
1.371, 5.517e-5
1.372, 5.569e-5
1.373, 5.603e-5
1.374, 5.646e-5
1.375, 5.690e-5
1.376, 5.734e-5
1.377, 5.772e-5
1.378, 5.796e-5
1.379, 5.853e-5
1.380, 5.915e-5
1.381, 5.925e-5
1.382, 6.006e-5
1.383, 6.075e-5
1.384, 6.088e-5
1.385, 6.169e-5
1.386, 6.214e-5
1.387, 6.253e-5
1.388, 6.327e-5
1.389, 6.398e-5
1.390, 6.462e-5
1.391, 6.520e-5
1.392, 6.579e-5
1.393, 6.668e-5
1.394, 6.723e-5
1.395, 6.822e-5
1.396, 6.930e-5
1.397, 6.959e-5
1.398, 7.057e-5
1.399, 7.166e-5
1.400, 7.233e-5
1.401, 7.343e-5
1.402, 7.447e-5
1.403, 7.527e-5
1.404, 7.658e-5
1.405, 7.763e-5
1.406, 7.888e-5
1.407, 7.995e-5
1.408, 8.134e-5
1.409, 8.269e-5
1.410, 8.387e-5
1.411, 8.527e-5
1.412, 8.683e-5
1.413, 8.792e-5
1.414, 8.987e-5
1.415, 9.154e-5
1.416, 9.258e-5
1.417, 9.449e-5
1.418, 9.621e-5
1.419, 9.819e-5
1.420, 1.005e-4
1.421, 1.030e-4
1.422, 1.049e-4
1.423, 1.070e-4
1.424, 1.092e-4
1.425, 1.121e-4
1.426, 1.145e-4
1.427, 1.173e-4
1.428, 1.202e-4
1.429, 1.225e-4
1.430, 1.257e-4
1.431, 1.290e-4
1.432, 1.320e-4
1.433, 1.357e-4
1.434, 1.393e-4
1.435, 1.425e-4
1.436, 1.465e-4
1.437, 1.502e-4
1.438, 1.543e-4
1.439, 1.583e-4
1.440, 1.628e-4
1.441, 1.675e-4
1.442, 1.717e-4
1.443, 1.769e-4
1.444, 1.822e-4
1.445, 1.869e-4
1.446, 1.929e-4
1.447, 1.989e-4
1.448, 2.044e-4
1.449, 2.110e-4
1.450, 2.172e-4
1.451, 2.238e-4
1.452, 2.312e-4
1.453, 2.382e-4
1.454, 2.457e-4
1.455, 2.532e-4
1.456, 2.613e-4
1.457, 2.697e-4
1.458, 2.779e-4
1.459, 2.872e-4
1.460, 2.965e-4
1.461, 3.054e-4
1.462, 3.156e-4
1.463, 3.259e-4
1.464, 3.364e-4
1.465, 3.476e-4
1.466, 3.591e-4
1.467, 3.706e-4
1.468, 3.826e-4
1.469, 3.948e-4
1.470, 4.079e-4
1.471, 4.212e-4
1.472, 4.354e-4
1.473, 4.497e-4
1.474, 4.642e-4
1.475, 4.796e-4
1.476, 4.953e-4
1.477, 5.108e-4
1.478, 5.278e-4
1.479, 5.454e-4
1.480, 5.627e-4
1.481, 5.816e-4
1.482, 6.006e-4
1.483, 6.200e-4
1.484, 6.403e-4
1.485, 6.612e-4
1.486, 6.828e-4
1.487, 7.047e-4
1.488, 7.274e-4
1.489, 7.512e-4
1.490, 7.752e-4
1.491, 8.005e-4
1.492, 8.262e-4
1.493, 8.520e-4
1.494, 8.792e-4
1.495, 9.071e-4
1.496, 9.355e-4
1.497, 9.652e-4
1.498, 9.955e-4
1.499, 1.026e-3
1.500, 1.058e-3
1.501, 1.091e-3
1.502, 1.125e-3
1.503, 1.160e-3
1.504, 1.195e-3
1.505, 1.232e-3
1.506, 1.269e-3
1.507, 1.307e-3
1.508, 1.346e-3
1.509, 1.386e-3
1.510, 1.427e-3
1.511, 1.470e-3
1.512, 1.512e-3
1.513, 1.557e-3
1.514, 1.602e-3
1.515, 1.647e-3
1.516, 1.695e-3
1.517, 1.743e-3
1.518, 1.792e-3
1.519, 1.842e-3
1.520, 1.893e-3
1.521, 1.945e-3
1.522, 1.997e-3
1.523, 2.052e-3
1.524, 2.108e-3
1.525, 2.164e-3
1.526, 2.221e-3
1.527, 2.280e-3
1.528, 2.340e-3
1.529, 2.401e-3
1.530, 2.463e-3
1.531, 2.526e-3
1.532, 2.590e-3
1.533, 2.654e-3
1.534, 2.721e-3
1.535, 2.788e-3
1.536, 2.858e-3
1.537, 2.927e-3
1.538, 2.997e-3
1.539, 3.069e-3
1.540, 3.142e-3
1.541, 3.216e-3
1.542, 3.291e-3
1.543, 3.367e-3
1.544, 3.444e-3
1.545, 3.523e-3
1.546, 3.602e-3
1.547, 3.683e-3
1.548, 3.765e-3
1.549, 3.848e-3
1.550, 3.933e-3
1.551, 4.018e-3
1.552, 4.104e-3
1.553, 4.192e-3
1.554, 4.280e-3
1.555, 4.371e-3
1.556, 4.463e-3
1.557, 4.554e-3
1.558, 4.648e-3
1.559, 4.743e-3
1.560, 4.839e-3
1.561, 4.935e-3
1.562, 5.034e-3
1.563, 5.133e-3
1.564, 5.233e-3
1.565, 5.335e-3
1.566, 5.438e-3
1.567, 5.542e-3
1.568, 5.648e-3
1.569, 5.755e-3
1.570, 5.863e-3
1.571, 5.972e-3
1.572, 6.083e-3
1.573, 6.193e-3
1.574, 6.306e-3
1.575, 6.421e-3
1.576, 6.535e-3
1.577, 6.652e-3
1.578, 6.768e-3
1.579, 6.886e-3
1.580, 7.006e-3
1.581, 7.127e-3
1.582, 7.249e-3
1.583, 7.371e-3
1.584, 7.495e-3
1.585, 7.620e-3
1.586, 7.746e-3
1.587, 7.874e-3
1.588, 8.003e-3
1.589, 8.131e-3
1.590, 8.261e-3
1.591, 8.392e-3
1.592, 8.523e-3
1.593, 8.656e-3
1.594, 8.790e-3
1.595, 8.925e-3
1.596, 9.062e-3
1.597, 9.199e-3
1.598, 9.337e-3
1.599, 9.475e-3
1.600, 9.615e-3
1.601, 9.756e-3
1.602, 9.897e-3
1.603, 1.004e-2
1.604, 1.018e-2
1.605, 1.032e-2
1.606, 1.047e-2
1.607, 1.062e-2
1.608, 1.076e-2
1.609, 1.091e-2
1.610, 1.106e-2
1.611, 1.121e-2
1.612, 1.136e-2
1.613, 1.151e-2
1.614, 1.166e-2
1.615, 1.181e-2
1.616, 1.196e-2
1.617, 1.211e-2
1.618, 1.227e-2
1.619, 1.242e-2
1.620, 1.257e-2
1.621, 1.273e-2
1.622, 1.288e-2
1.623, 1.304e-2
1.624, 1.320e-2
1.625, 1.336e-2
1.626, 1.352e-2
1.627, 1.368e-2
1.628, 1.384e-2
1.629, 1.400e-2
1.630, 1.416e-2
1.631, 1.432e-2
1.632, 1.448e-2
1.633, 1.465e-2
1.634, 1.481e-2
1.635, 1.498e-2
1.636, 1.514e-2
1.637, 1.531e-2
1.638, 1.547e-2
1.639, 1.564e-2
1.640, 1.581e-2
1.641, 1.598e-2
1.642, 1.614e-2
1.643, 1.631e-2
1.644, 1.648e-2
1.645, 1.665e-2
1.646, 1.682e-2
1.647, 1.699e-2
1.648, 1.716e-2
1.649, 1.733e-2
1.650, 1.750e-2
1.651, 1.767e-2
1.652, 1.785e-2
1.653, 1.802e-2
1.654, 1.820e-2
1.655, 1.837e-2
1.656, 1.855e-2
1.657, 1.872e-2
1.658, 1.890e-2
1.659, 1.908e-2
1.660, 1.925e-2
1.661, 1.943e-2
1.662, 1.961e-2
1.663, 1.979e-2
1.664, 1.997e-2
1.665, 2.015e-2
1.666, 2.033e-2
1.667, 2.050e-2
1.668, 2.068e-2
1.669, 2.086e-2
1.670, 2.104e-2
1.671, 2.123e-2
1.672, 2.140e-2
1.673, 2.158e-2
1.674, 2.176e-2
1.675, 2.194e-2
1.676, 2.213e-2
1.677, 2.231e-2
1.678, 2.249e-2
1.679, 2.267e-2
1.680, 2.286e-2
1.681, 2.304e-2
1.682, 2.322e-2
1.683, 2.340e-2
1.684, 2.358e-2
1.685, 2.377e-2
1.686, 2.395e-2
1.687, 2.413e-2
1.688, 2.432e-2
1.689, 2.451e-2
1.690, 2.470e-2
1.691, 2.489e-2
1.692, 2.507e-2
1.693, 2.526e-2
1.694, 2.545e-2
1.695, 2.564e-2
1.696, 2.584e-2
1.697, 2.603e-2
1.698, 2.621e-2
1.699, 2.640e-2
1.700, 2.659e-2
1.701, 2.678e-2
1.702, 2.697e-2
1.703, 2.716e-2
1.704, 2.735e-2
1.705, 2.754e-2
1.706, 2.773e-2
1.707, 2.792e-2
1.708, 2.812e-2
1.709, 2.831e-2
1.710, 2.850e-2
1.711, 2.869e-2
1.712, 2.889e-2
1.713, 2.908e-2
1.714, 2.927e-2
1.715, 2.947e-2
1.716, 2.966e-2
1.717, 2.985e-2
1.718, 3.004e-2
1.719, 3.023e-2
1.720, 3.044e-2
1.721, 3.065e-2
1.722, 3.084e-2
1.723, 3.103e-2
1.724, 3.123e-2
1.725, 3.144e-2
1.726, 3.166e-2
1.727, 3.186e-2
1.728, 3.206e-2
1.729, 3.225e-2
1.730, 3.244e-2
1.731, 3.263e-2
1.732, 3.282e-2
1.733, 3.302e-2
1.734, 3.321e-2
1.735, 3.341e-2
1.736, 3.360e-2
1.737, 3.381e-2
1.738, 3.401e-2
1.739, 3.420e-2
1.740, 3.440e-2
1.741, 3.461e-2
1.742, 3.484e-2
1.743, 3.505e-2
1.744, 3.524e-2
1.745, 3.544e-2
1.746, 3.564e-2
1.747, 3.587e-2
1.748, 3.607e-2
1.749, 3.627e-2
1.750, 3.647e-2
1.751, 3.666e-2
1.752, 3.686e-2
1.753, 3.705e-2
1.754, 3.724e-2
1.755, 3.744e-2
1.756, 3.766e-2
1.757, 3.787e-2
1.758, 3.808e-2
1.759, 3.830e-2
1.760, 3.851e-2
1.761, 3.871e-2
1.762, 3.893e-2
1.763, 3.914e-2
1.764, 3.935e-2
1.765, 3.955e-2
1.766, 3.974e-2
1.767, 3.994e-2
1.768, 4.017e-2
1.769, 4.044e-2
1.770, 4.067e-2
1.771, 4.088e-2
1.772, 4.109e-2
1.773, 4.130e-2
1.774, 4.152e-2
1.775, 4.174e-2
1.776, 4.195e-2
1.777, 4.218e-2
1.778, 4.241e-2
1.779, 4.261e-2
1.780, 4.282e-2
1.781, 4.303e-2
1.782, 4.325e-2
1.783, 4.344e-2
1.784, 4.365e-2
1.785, 4.387e-2
1.786, 4.409e-2
1.787, 4.431e-2
1.788, 4.452e-2
1.789, 4.473e-2
1.790, 4.493e-2
1.791, 4.513e-2
1.792, 4.533e-2
1.793, 4.554e-2
1.794, 4.575e-2
1.795, 4.596e-2
1.796, 4.619e-2
1.797, 4.642e-2
1.798, 4.664e-2
1.799, 4.685e-2
1.799, 4.685e-2

1.799, 4.685e-2


1.799, 4.685e-2



1.799, 4.685e-2




1.799, 4.685e-2





1.799, 4.685e-2






1.799, 4.685e-2







1.799, 4.685e-2








1.799, 4.685e-2









1.799, 4.685e-2










1.799, 4.685e-2











1.799, 4.685e-2












1.799, 4.685e-2













1.799, 4.685e-2














1.799, 4.685e-2















1.799, 4.685e-2
















1.799, 4.685e-2

















1.799, 4.685e-2


















1.799, 4.685e-2



















1.799, 4.685e-2




















1.799, 4.685e-2





















1.799, 4.685e-2






















1.799, 4.685e-2























1.799, 4.685e-2
























1.799, 4.685e-2

























1.799, 4.685e-2


























1.799, 4.685e-2



























1.799, 4.685e-2




























1.799, 4.685e-2





























1.799, 4.685e-2






























1.799, 4.685e-2































1.799, 4.685e-2
































1.799, 4.685e-2

































1.799, 4.685e-2


































1.799, 4.685e-2



































1.799, 4.685e-2




































1.799, 4.685e-2





































1.799, 4.685e-2






































1.799, 4.685e-2







































1.799, 4.685e-2








































1.799, 4.685e-2









































1.799, 4.685e-2










































1.799, 4.685e-2











































1.799, 4.685e-2












































1.799, 4.685e-2













































1.799, 4.685e-2














































1.799, 4.685e-2















































1.799, 4.685e-2
















































1.799, 4.685e-2

















































1.799, 4.685e-2


















































1.799, 4.685e-2



















































1.799, 4.685e-2




















































1.799, 4.685e-2





















































1.799, 4.685e-2






















































1.799, 4.685e-2























































1.799, 4.685e-2
























































1.799, 4.685e-2

























































1.799, 4.685e-2


























































1.799, 4.685e-2



























































1.799, 4.685e-2




























































1.799, 4.685e-2





























































1.799, 4.685e-2






























































1.799, 4.685e-2































































1.799, 4.685e-2
































































1.799, 4.685e-2

































































1.799, 4.685e-2


































































1.799, 4.685e-2



































































1.799, 4.685e-2




































































1.799, 4.685e-2





































































1.799, 4.685e-2






































































1.799, 4.685e-2







































































1.799, 4.685e-2








































































1.799, 4.685e-2









































































1.799, 4.685e-2










































































1.799, 4.685e-2











































































1.799, 4.685e-2












































































1.799, 4.685e-2













































































1.799, 4.685e-2














































































1.799, 4.685e-2















































































1.799, 4.685e-2
















































































1.799, 4.685e-2

















































































1.799, 4.685e-2


















































































1.799, 4.685e-2



















































































1.799, 4.685e-2




















































































1.799, 4.685e-2





















































































1.799, 4.685e-2






















































































1.799, 4.685e-2























































































1.799, 4.685e-2
























































































1.799, 4.685e-2

























































































1.799, 4.685e-2


























































































1.799, 4.685e-2



























































































1.799, 4.685e-2




























































































1.799, 4.685e-2





























































































1.799, 4.685e-2






























































































1.799, 4.685e-2































































































1.799, 4.685e-2
































































































1.799, 4.685e-2

































































































1.799, 4.685e-2


































































































1.799, 4.685e-2



































































































1.799, 4.685e-2




































































































